,,20200112,ARG
,,20200113,ARG
,,20200114,ARG
,,20200115,ARG
,,20200116,ARG
,,20200117,ARG
,,20200118,ARG
,,20200119,ARG
,,20200120,ARG
,,20200121,ARG
,,20200122,ARG
,,20200123,ARG
,,20200124,ARG
,,20200125,ARG
,,20200126,ARG
,,20200127,ARG
,,20200128,ARG
,,20200129,ARG
,,20200130,ARG
,,20200131,ARG
,,20200201,ARG
,,20200202,ARG
,,20200203,ARG
,,20200204,ARG
,,20200205,ARG
,,20200206,ARG
,,20200207,ARG
,,20200208,ARG
,,20200209,ARG
,,20200210,ARG
,,20200211,ARG
,,20200212,ARG
,,20200213,ARG
,,20200214,ARG
,,20200215,ARG
,,20200216,ARG
,,20200217,ARG
,,20200218,ARG
,,20200219,ARG
,,20200220,ARG
,,20200221,ARG
,,20200222,ARG
,,20200223,ARG
,,20200224,ARG
,,20200225,ARG
,,20200226,ARG
,,20200227,ARG
,,20200228,ARG
,,20200229,ARG
,,20200301,ARG
,,20200302,ARG
,,20200303,ARG
1,0,20200304,ARG
,,20200305,ARG
2,0,20200306,ARG
8,0,20200307,ARG
9,1,20200308,ARG
12,1,20200309,ARG
,,20200310,ARG
19,1,20200311,ARG
,,20200312,ARG
31,1,20200313,ARG
34,2,20200314,ARG
45,2,20200315,ARG
56,2,20200316,ARG
65,2,20200317,ARG
79,2,20200318,ARG
97,2,20200319,ARG
128,3,20200320,ARG
158,3,20200321,ARG
225,4,20200322,ARG
266,4,20200323,ARG
301,4,20200324,ARG
387,6,20200325,ARG
502,8,20200326,ARG
589,12,20200327,ARG
690,17,20200328,ARG
745,19,20200329,ARG
820,20,20200330,ARG
966,24,20200331,ARG
966,24,20200401,ARG
1133,31,20200402,ARG
1133,34,20200403,ARG
1265,37,20200404,ARG
1451,43,20200405,ARG
1554,46,20200406,ARG
1628,53,20200407,ARG
1715,60,20200408,ARG
1795,65,20200409,ARG
1894,79,20200410,ARG
1975,82,20200411,ARG
2137,89,20200412,ARG
2203,95,20200413,ARG
2272,98,20200414,ARG
2432,105,20200415,ARG
2432,109,20200416,ARG
2560,115,20200417,ARG
2658,122,20200418,ARG
2828,132,20200419,ARG
2930,134,20200420,ARG
3020,142,20200421,ARG
3132,151,20200422,ARG
3276,159,20200423,ARG
3423,165,20200424,ARG
3423,167,20200425,ARG
3767,185,20200426,ARG
3767,186,20200427,ARG
3990,197,20200428,ARG
4114,207,20200429,ARG
4272,214,20200430,ARG
4415,218,20200501,ARG
4519,225,20200502,ARG
4668,237,20200503,ARG
4770,246,20200504,ARG
4874,260,20200505,ARG
5007,264,20200506,ARG
5195,273,20200507,ARG
5358,282,20200508,ARG
5598,293,20200509,ARG
5763,300,20200510,ARG
5776,300,20200511,ARG
6021,305,20200512,ARG
6550,319,20200513,ARG
6866,329,20200514,ARG
